Video ID,Video Title,Category ID,Channel Title,Description,Published Date
MmDZbjI8nHw,I've Got A Feeling,10,The Beatles, ,2015-05-15T11:11:19Z
C3VjYK4-mFQ,“It looks like it was just shot yesterday.”,10,The Beatles,"“It looks like it was just shot yesterday.” 

Peek inside Peter Jackson’s restoration process of The Beatles
never-before-seen footage to create ""The Beatles: Get Back"". 

The Original Docuseries is now streaming on Disney+.",2021-12-05T23:26:43Z
CC8M2MyZN_M,"""There's More Here Than Meets The Eye"" - Scene from Help!",10,The Beatles,,2013-01-16T15:33:54Z
cFz1SP9SXwU,Please Please Me Mini-Documentary,10,The Beatles,"Please Please Me - the debut album release by the band, 22nd March 1963.

According to NME, March 8th 1963:   ""Things are beginning to move for the Beatles, the r-and-b styled British group. The disc 'Please Please Me' follows closely on the heels of their first hit 'Love Me Do' written by group members John Lennon and Paul McCartney.  It looks like a bright future for the Beatles, but knowing them I don't think they'll let it go to their heads.""

As recalled by George Martin ""Please Please Me was done in a day - we started at 10 o'clock in the morning finished at 11 at night, and that was the record made.""  

To celebrate the release of the band's debut album Amazon have customised their Music Homepage to match 1963 - check it out: http://amzn.to/Y3Lx6h",2013-03-22T12:34:34Z
DKYpuXr_E5s,Going To The Bahamas - Scene from Help!,10,The Beatles, ,2011-09-09T12:52:47Z
5ggH6KryhYc,"""No one else was gonna play bass. I mean, John was not gonna play bass."" - Ringo. #8DaysDVD",10,The Beatles,"""No one else was gonna play bass. I mean, John was not gonna play bass."" - Ringo. #8DaysDVD


The Beatles: Eight Days A Week Is Available Now On DVD And Blu-Ray - And In Special Edition Format Containing 100+ Minutes Of Extras

Preorder The Beatles: Eight Days A Week – The Touring Years
DVD: http://EightDaysAWeek.lnk.to/DVD
Blu-ray: http://EightDaysAWeek.lnk.to/BluRay
Deluxe Collector’s Edition (2-DVD): http://EightDaysAWeek.lnk.to/Deluxe_DVD
Deluxe Collector’s Edition (2-Blu-ray): http://EightDaysAWeek.lnk.to/Deluxe_BluRay
Cert. 12 | Feature Running Time: 100 mins

2-disc Deluxe Collector’s Edition (DVD/BD) includes:
1 x BD/DVD feature disc
+ 1 Bonus Disc (containing approx. 100 minutes of extras, highlighted below)
64 page booklet 
Words & Music (24 mins)
Early Clues To A New Direction (18 mins)
Liverpool (11 mins)
The Beatles in Concert (12 mins)
Twist and Shout, She Loves You, Can’t Buy Me Love, You Can’t Do That and Help!
Additional features are:
• Three Beatles’ Fans
• Ronnie Spector and The Beatles
• Shooting A Hard Day’s Night
• The Beatles in Australia
• Recollections of Shea Stadium
• The Beatles in Japan
• An alternative opening for the film",2016-11-28T17:08:19Z
k9l_DbRxeqg,Dizzy Miss Lizzy Performed at Shea Stadium,10,The Beatles,"In theatres only – digitally restored footage of the legendary performance of the Beatles in front of more than 55 000 people at Shea Stadium in 1965 will be broadcast after the feature film. 

The concert includes the band’s performances of classic songs such as “A Hard Day’s Night,” “I’m Down,” and “Dizzy Miss Lizzy.” Book your tickets today!

thebeatleseightdaysaweek.com",2016-09-30T16:33:07Z
mlH767uV1z8,Scientists Attempt To Remove Ringo's Ring - Scene from Help!,10,The Beatles,The Beatles visit two scientists in an attempt to remove the sacrificial ring from Ringo's hand,2013-01-16T15:42:00Z
AHBJd7y7yvM,"Yellow Submarine Anniversary 7"" Picture Disc",10,The Beatles,"This July marks the 50th anniversary of our animated classic film, Yellow Submarine.

On its release in 1968, Yellow Submarine was instantly recognised as a landmark achievement. The film combined pioneering animation techniques, dazzling visual invention, witty dialogue and of course glorious music.

As part of the celebrations, we are releasing this picture disc of the title song, Yellow Submarine b/w Eleanor Rigby, which together was originally released as the band’s 13th single in August 1966.

Get yours at: https://TheBeatles.lnk.to/YellowSubmarinePictureDisc

The limited edition 7” single features images taken from the high resolution 4K restoration of the film.

Come join us 80,000 leagues under the sea, to a place where peace, love and music reign supreme!

#yellowsubmarine",2018-05-30T14:06:14Z
UqnAhdXrAKI,NOW LIVE! 'Now And Then - The Last Beatles Song' (Short Film),10,The Beatles,NOW LIVE! Head to our channel page to view the documentary and learn the full story behind ‘Now And Then’ #NowAndThen,2023-11-01T20:06:14Z
dw_9upCdQOM,‘Twist And Shout nearly killed me!’ - John #RedandBlue,10,The Beatles,‘Twist And Shout nearly killed me!’ - Listen to John tell the story of recording the song then tell us if you’ve heard the track on #RedandBlue!,2023-12-12T14:38:09Z
5AdtR-d2HJQ,Why Don't We Do It In The Road?,10,The Beatles,"Recorded 9th - 10th October 1968 at Abbey Road Studios and featured on the album ""The Beatles"" - commonly known as the White Album.",2011-10-10T13:47:12Z
pREVeDWsK9Q,The Beatles’ Yellow Submarine Returns To Big Screen For One-Day Cinema Event,10,The Beatles,"TO CELEBRATE ITS 50TH ANNIVERSARY, THE BEATLES YELLOW SUBMARINE WILL BE RETURNING TO THE BIG SCREEN IN THE UK ON SUNDAY 8 JULY FOR A VERY SPECIAL CINEMA EVENT.
 
facebook.com/yellowsubmarinethefilm
 
BASED ON THE SONG BY JOHN LENNON & PAUL MCCARTNEY
FEATURING JOHN LENNON, PAUL MCCARTNEY, GEORGE HARRISON AND RINGO STARR
DIRECTED BY GEORGE DUNNING
 
‘One of the most perfect pieces of moving art ever made.’
The Simpsons writer Josh Weinstein
 
Today might be Blue Monday but Picturehouse Entertainment are thrilled to announce the blues-banishing news that The Beatles’ legendary animated hit film YELLOW SUBMARINE is returning to cinemas across the UK and Ireland on 8 July 2018.
 
An unmissable cinema event, this momentous big-screen revival will give generations of audiences the golden opportunity to revisit Pepperland for the 50th anniversary of the film’s original release.
 
The visionary feature film designed by the great art director Heinz Edelmann can now be experienced in glorious surround sound with the groundbreaking animation presented in stunningly-remastered 4k. Looking and sounding better than ever before, join John, Paul, George and Ringo on the technicolour adventure of a lifetime.
 
Illustrated with mind-bending moving images, YELLOW SUBMARINE tells the story of how The Beatles battle the music-hating Blue Meanies armed only with the power of love.
 
From Lucy In The Sky With Diamonds to Nowhere Man, and Eleanor Rigby to All You Need Is Love, YELLOW SUBMARINE features some of the most-loved songs from the greatest band the world has ever known.
 
An exuberant fusion of music, film and art, YELLOW SUBMARINE is a landmark cinematic experience that is as fun and vibrant as it was in 1968.
 
With tickets on sale from 17 April, get ready to set sail for the Sea of Green with the Fab Four once again. Go to the brand new Facebook page for updates and news about this exciting event: facebook.com/yellowsubmarinethefilm
 
Screening across the UK 8 July 2018
Certificate: U
Tickets on sale 17 April 2018
 
twitter.com/picturehouses
thebeatles.com
twitter.com/thebeatles
instagram.com/thebeatles
 
Plus a brand new Facebook page!
www.facebook.com/yellowsubmarinethefilm
 
#YellowSubmarine
 
‘One of the most perfect pieces of moving art ever made.’
The Simpsons writer Josh Weinstein
 
‘A garish, gorgeous example of pop art at its finest, Yellow Submarine’s reappearance should give a whole new generation a chance to discover the legends.’
Caroline Westbrook - EMPIRE - ★★★★
 
‘Yellow Submarine remains a masterpiece.’
The Big Issue
 
‘Yellow Submarine has a proud place among The Beatles work.’
 The Times
 
‘A landmark piece of British animation…one of the best soundtracks of any movie, ever.’ Gay Times
 
‘Not just a decent Beatle animated movie, but a brilliant one.’
Uncut",2018-01-16T16:24:31Z
4asJgVzGAsg,The Headlands,10,The Beatles,The Beatles and Jeremy wander The Headlands...,2012-05-18T18:00:59Z
sBiq39gfBh4,BEATLES ’64 - watch the new trailer.,10,The Beatles,"Journey back to 1964 and experience Beatlemania like never before. 

From producer Martin Scorsese and director David Tedeschi, stream Beatles '64, an original documentary, only on @disneyplus November 29.

The film captures the electrifying moment of The Beatles’ first visit to America.  On February 7, 1964, The Beatles arrived in New York City to unprecedented excitement and hysteria. From the instant they landed at Kennedy Airport, met by thousands of fans, Beatlemania swept New York and the entire country. Their thrilling debut performance on The Ed Sullivan Show captivated more than 73 million viewers, the most watched television event of its time. Beatles ’64 presents the spectacle, but also tells a more intimate behind the scenes story, capturing the camaraderie of John, Paul, George, and Ringo as they experienced unimaginable fame.

The film includes rare footage filmed by pioneering documentarians Albert and David Maysles, beautifully restored in 4K by Park Road Post in New Zealand. The live performances from The Beatles’ first American concert at the Washington, DC Coliseum and their Ed Sullivan appearances were demixed by WingNut Films and remixed by Giles Martin. Spotlighting this singular cultural moment and its continued resonance today, the music and footage are augmented by newly filmed interviews with Paul and Ringo, as well as fans whose lives were transformed by The Beatles.

Beatles ’64 is directed by David Tedeschi and produced by Martin Scorsese, Margaret Bodde, Paul McCartney, Ringo Starr, Olivia Harrison, Sean Ono Lennon, Jonathan Clyde, and Mikaela Beardsley, with Jeff Jones and Rick Yorn serving as executive producers.

@johnlennon @PaulMcCartney @GeorgeHarrisonOfficial @ringostarr",2024-11-14T13:57:19Z
I392lK8QUhQ,"The rooftop performance of “Get Back” from the forthcoming docuseries ""TheBeatles: Get Back""",10,The Beatles,"Watch a clip of @The Beatles’ famous rooftop performance of “Get Back” from Peter Jackson’s Original Docuseries #TheBeatlesGetBack. Experience the three-part event on @DisneyPlus starting this Thursday.

Find out more about ""The Beatles:  Get Back"" at thebeatles.com

@johnlennon @PaulMcCartney @GeorgeHarrisonOfficial @ringostarr",2021-11-23T17:30:01Z
MTEzbq6FeaM,'Rubber Soul is where The Beatles were turning into the butterflies’ - Ringo #RedandBlue,10,The Beatles,‘I always feel we made it on love songs and now we were getting to Rubber Soul and we were stretching a lot more…’ Do you agree with Ringo that Rubber Soul is where The Beatles were ‘turning into the butterflies’? #RedandBlue,2023-12-26T12:00:14Z
SxIudgKFKIY,Let It Be,10,The Beatles,"'And when the night is cloudy, 
There is still a light that shines on me,
Shine until tomorrow, 
Let it be.'
#redandblue",2023-11-30T11:59:26Z
Zn99sY-PdtU,Help! - DVD Trailer 2007,10,The Beatles, ,2011-09-09T12:51:27Z
XWSX3Zi2PnE,“I'm in love with her and I feel fine.” #RedandBlue,10,The Beatles,,2023-11-22T15:36:51Z
VOa1a4hp3k0,"Happy Birthday, Paul! #PaulMcCartney80",10,The Beatles,,2022-06-18T08:00:14Z
qhL3CcbX3XA,60 years ago today - The Beatles’ perform on The Ed Sullivan Show to a TV audience of 73 million.,10,The Beatles,"“We were aware that Ed Sullivan was the big one because we got a telegram from Elvis and the Colonel. And I’ve heard that while the show was on there were no reported crimes, or very few. When The Beatles were on Ed Sullivan, even the criminals had a rest for ten minutes.” - George

#OTD 

@johnlennon @PaulMcCartney @GeorgeHarrisonOfficial @ringostarr @TheEdSullivanShow",2024-02-09T12:55:57Z
Zocme5Nangg,The Beatles #sgtpepper50,10,The Beatles,#sgtpepper,2017-04-05T13:44:30Z
sclfhlScwkk,"The Beatles Arrive In New York for their First US Visit, 7th February 1964",10,The Beatles,"Paul: ""There were millions of kids at the airport, which nobody had expected. We heard about it in mid-air. There were journalists on the plane, and the pilot had rang ahead and said, 'Tell the boys there's a big crowd waiting for them.' We thought, 'Wow! God, we really have made it.' ""

On Friday 7th February, 1964, The Beatles landed at Kennedy airport and were immediately thrust into their now-legendary first press conference there. The place was heaving with rabid reporters, seasoned journalists and camera crews from all over the world. 

From there, they took a limo to the Plaza Hotel, where they stayed during their time in NYC. The Beatles' suite was a hub of activity - a place where they anticipated, prepared for and then relaxed after each of  the milestone events that they were experiencing in such quick succession. They would await phone calls from journalists or to receive news of how their songs were doing in the charts; they gave in-person interviews, there, and watched themselves on television. Often, they would call into radio stations to request their favourite records. 

Bit by bit, they were getting a sense of 'America'. Still, they were tired. It had been a long trip - a long day. And George, it turns out, was coming down with flu...

Click below to see original press footage of the bands' arrival. 

To see more photos and footage and to read more about their first day in the US: http://gnikn.us/Mv28wS
Come back tomorrow to read about their second day in the States and their rehearsals for the the first live Ed Sullivan Show broadcast.

Until 23rd February, we'll be posting here about the significant events that led to Beatlemania spreading across the States. Check-in daily for photos and video from the tour, and the story of how The Beatles managed to accomplish what then had seemed impossible to do - making it in the USA.",2014-02-07T16:36:07Z
nM8swCvLu78,"Come together for the last Beatles song, 2nd November.",10,The Beatles,"#NowAndThen 
Pre-order: https://TheBeatles.lnk.to/NowAndThen

Watch more videos from The Beatles: https://thebeatles.lnk.to/YTPlaylists
Subscribe to The Beatles’ YouTube channel & ring the bell to never miss a new video: https://thebeatles.lnk.to/YTSignup
Sign up for The Beatles’ Official Email List: https://www.thebeatles.com/newsletter

Stream The Beatles:
🎙️ Apple Music: https://thebeatles.lnk.to/stream/Appl...
🎙️ Spotify: https://thebeatles.lnk.to/stream/Spotify
🎙️ Amazon Music: https://thebeatles.lnk.to/stream/Amaz...
🎙️ Pandora: https://thebeatles.lnk.to/stream/Pandora
🎙️ Tidal: https://thebeatles.lnk.to/stream/Tidal
🎙️ Deezer: https://thebeatles.lnk.to/stream/Deezer
🎙️ YouTube Music: https://thebeatles.lnk.to/stream/YouT...
 
Follow The Beatles:
⭐ https://www.thebeatles.com
⭐ https://www.instagram.com/thebeatles
⭐ https://www.facebook.com/thebeatles
⭐ https://www.tiktok.com/@thebeatles
⭐ https://twitter.com/thebeatles
 
#TheBeatles #NowAndThen #JohnLennon #PaulMcCartney #GeorgeHarrison #RingoStarr",2023-10-29T10:18:09Z
eFEFVsXLquA,"Happy Birthday, Ringo!",10,The Beatles,,2022-07-07T11:46:56Z
i0azIt4O9aA,“We were trying to think of how to make certain sounds that weren’t available…” - George #RedandBlue,10,The Beatles,"“We were trying to think of how to make certain sounds that weren’t available…” - George talks about the pull The Beatles felt to spend more time in the studio instead of touring.

Are you listening to #RedandBlue? Which track are you most into right now?",2024-01-02T12:00:34Z
yXdbvBzxeb8,Revolver: mini-documentary clip,10,The Beatles,"Revolver - the seventh album from The Beatles.  Cover art by Klaus Voormann.  The first recordings released from these sessions, engineered by Geoff Emerick, was the single ""Paperback Writer"" and ""Rain"" and those tracks gave an indication of what was to come.",2010-11-23T10:57:39Z
nDnODeyUT70,Out Now: The Beatles ‘White Album’ 50th Anniversary Editions,10,The Beatles,"The Beatles’ groundbreaking 1968 ‘White Album’ is out now in a suite of lavishly presented ‘White Album’ packages, including a super deluxe 7-disc set featuring 50 mostly previously unreleased recordings, all newly mixed with 5.1 surround audio as well as the much-sought after Esher Demos. The album is available in super deluxe 7-disc, deluxe 4LP, deluxe 3CD and 2LP editions,
 all with the new stereo audio mixes. Order now: http://thebeatles.lnk.to/WhiteAlbum

#beatleswhitealbum

Official site: http://www.thebeatles.com
 Facebook: https://www.facebook.com/thebeatles
 Instagram: https://www.instagram.com/thebeatles
 Twitter: https://twitter.com/thebeatles",2018-11-09T10:36:01Z
IeVK5xm_Z2I,The Beatles Arrive at JFK airport New York for their first US performances,10,The Beatles,7th February 1964 - The Beatles arrive at JFK airport in New York for their first US performances -   this was the press conference that took place...,2012-02-07T15:45:11Z
aUW4q3lP2wg,"John Lennon and The Beatles in their 1970 film, Let it Be - streaming May 8",10,The Beatles,"The Beatles' 1970 film ""Let it Be"" - directed by Michael Lindsay-Hogg - has been fully restored by Peter Jackson’s Team at Park Road Post Production for the first time, and is released on May 8th, streaming only on @DisneyPlus.",2024-05-04T16:00:01Z
qy0GkarUs2A,An Orchestral Celebration of 'Red' and 'Blue',10,The Beatles,"A private audience was treated to an orchestral performance of selected tracks from Red and Blue this week, in celebration of the release. 

Producer Giles Martin worked with composer Ben Foster to create a live performance of eight Beatles songs with a 52 piece orchestra in Studio One at Abbey Road. The medley included Now And Then, All You Need Is Love, Something, A Day In the Life, I Am The Walrus, Eleanor Rigby, Yesterday, The Long And Winding Road and Hey Jude. The evening was presented by Matt Everitt.


Credits
Director - Jeremy Cole
Creative Production - Amelia Studios
Exec Producer - Jamie Glydon
Creative Producer - Eloise Skeet
1st AD - Joshua Jacob
DOP - Zik Udenze
1st AC - Curtis Blair
Steadicam - Justin Theodore
1st AC - Shane de Almeida
Multicam - Dan Greenway
Camera Trainee - Amelia Thomas
Art Dept - MADE Workshop
Camera Kit – Emmyland
Post Production - Bubble TV
DIT - Mario Radinovic
Edit - Steve Gibbs
Grade - Nicholas Dalby
Sound - Ben Gunstone
With thanks to Universal Music, YouTube Music & Apple Corps Ltd

Watch more videos from The Beatles: https://thebeatles.lnk.to/YTPlaylists
Subscribe to The Beatles’ YouTube channel & ring the bell to never miss a new video: https://thebeatles.lnk.to/YTSignup
Sign up for The Beatles’ Official Email List: https://www.thebeatles.com/newsletter
 
Stream The Beatles:
🎙️ Apple Music: https://thebeatles.lnk.to/stream/AppleMusic
🎙️ Spotify: https://thebeatles.lnk.to/stream/Spotify
🎙️ Amazon Music: https://thebeatles.lnk.to/stream/AmazonMusic
🎙️ Pandora: https://thebeatles.lnk.to/stream/Pandora
🎙️ Tidal: https://thebeatles.lnk.to/stream/Tidal
🎙️ Deezer: https://thebeatles.lnk.to/stream/Deezer
🎙️ YouTube Music: https://thebeatles.lnk.to/stream/YouTubeMusic
 
Follow The Beatles:
⭐ https://www.thebeatles.com
⭐ https://www.instagram.com/thebeatles
⭐ https://www.facebook.com/thebeatles
⭐ https://www.tiktok.com/@thebeatles
 
#TheBeatles #NowAndThen #JohnLennon #PaulMcCartney #GeorgeHarrison #RingoStarr",2023-11-21T18:47:32Z
EiNFVw0ciZM,George Harrison Talks About I'm Only Sleeping,10,The Beatles,"Order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022
The yawning quality of the backward guitar solo in I’m Only Sleeping perfectly complements the subject of the song. Listen to George talking about how the band made it.
#TheBeatlesRevolver",2022-12-09T12:20:55Z
ywmQAyvD6vU,Ringo Starr - ‘It Don’t Come Easy’,10,The Beatles,"The Concert for Bangladesh, the GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available for streaming across all major digital music providers worldwide.
Stream The Concert for Bangladesh album: https://lnk.to/TheConcertForBangladesh

#concertforbangladesh 
@ringostarr @GeorgeHarrisonOfficial  @UNICEF @UNICEFUSA",2024-08-14T05:08:20Z
7MEhOrSIadU,Have you been listening to Strawberry Fields on #RedandBlue?,10,The Beatles,"Listen to John talk about writing Strawberry Fields and how initially he’d been trying to make it sound like someone having a conversation. 

Have you been listening to Strawberry Fields on #RedandBlue?",2024-01-09T12:00:14Z
RzVfPGuz7qM,John Lennon Talks About The Making Of Eleanor Rigby,10,The Beatles,"Order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022
Listen to John talk about helping Paul to complete the lyrics for ‘Eleanor Rigby’. 
#TheBeatlesRevolver",2022-12-09T11:52:07Z
MdbkLoZ6lMI,"Ringo explains the inspiration behind his song, Octopus’s Garden.",10,The Beatles,"“We could be warm, beneath the storm” - Ringo explains the inspiration behind his song, Octopus’s Garden.

Are you listening to #RedandBlue? Which track are you most into right now?",2023-11-30T11:58:23Z
sToO_ybIP-8,The Beatles tell the press that they won't be their puppets. #8DaysDVD,10,The Beatles,"The Beatles tell the press that they won't be their puppets. #...

The Beatles: Eight Days A Week Is Available Now On DVD And Blu-Ray - And In Special Edition Format Containing 100+ Minutes Of Extras

Preorder The Beatles: Eight Days A Week – The Touring Years
DVD: http://EightDaysAWeek.lnk.to/DVD
Blu-ray: http://EightDaysAWeek.lnk.to/BluRay
Deluxe Collector’s Edition (2-DVD): http://EightDaysAWeek.lnk.to/Deluxe_DVD
Deluxe Collector’s Edition (2-Blu-ray): http://EightDaysAWeek.lnk.to/Deluxe_BluRay
Cert. 12 | Feature Running Time: 100 mins

2-disc Deluxe Collector’s Edition (DVD/BD) includes:
1 x BD/DVD feature disc
+ 1 Bonus Disc (containing approx. 100 minutes of extras, highlighted below)
64 page booklet 
Words & Music (24 mins)
Early Clues To A New Direction (18 mins)
Liverpool (11 mins)
The Beatles in Concert (12 mins)
Twist and Shout, She Loves You, Can’t Buy Me Love, You Can’t Do That and Help!
Additional features are:
• Three Beatles’ Fans
• Ronnie Spector and The Beatles
• Shooting A Hard Day’s Night
• The Beatles in Australia
• Recollections of Shea Stadium
• The Beatles in Japan
• An alternative opening for the film",2016-12-12T11:50:12Z
3tQJ5_lJ4W4,The Beatles Get Back Part 1 is now streaming on @DisneyPlus. Who will you be watching with?⁠,10,The Beatles,"From director Peter Jackson, experience the three-part event featuring footage that’s never been seen… until now. The Beatles Get Back Part 1 is now streaming on @DisneyPlus. Who will you be watching with?⁠",2021-11-26T10:59:01Z
Uw8wWhKP2Dg,"Watch Paul and The Beatles in their 1970 film, Let it Be - streaming May 8th.",10,The Beatles,"Directed by Michael Lindsay-Hogg, the film has been fully restored and is streaming only on @DisneyPlus.",2024-05-05T16:00:20Z
Ks-4bE0G6fA,John Lennon Talks About The Making Of Rain,10,The Beatles,"Order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022
The Beatles used to do the main work on a track at EMI and then take it home to see what extra elements they might want to add. Listen to John talk about how this process worked with ‘Rain’.
#TheBeatlesRevolver",2022-12-09T11:49:27Z
faDsrhne5xE,“NOW AND THEN”. THE LAST BEATLES SONG. OUT 02.11.23. #NowAndThen Pre-order today.,10,The Beatles,,2023-10-26T14:45:25Z
XIBZzQ-4GkY,Watch Ringo Starr and The Beatles in Let It Be - streaming tomorrow only on Disney Plus.,10,The Beatles,"First released in May 1970 amidst the swirl of The Beatles’ breakup, “Let It Be” now takes its rightful place in the band’s history.   Michael Lindsay-Hogg’s original 1970 film has been meticulously restored by Peter Jackson’s Team at Park Road Post Production and launches exclusively on @disneyplus  May 8th, 2024
@ringostarr @johnlennon  @PaulMcCartney  @GeorgeHarrisonOfficial",2024-05-07T16:00:24Z
zt-ffVfDOZI,"George Harrison performing 'Here Comes The Sun'  from The Concert For Bangladesh, 1st August 1971.",10,The Beatles,"“The musicians were great. I mean they completely put down their own egos to play together and to do something because the whole vibe of that concert was that it was something bigger than the lot of us.” - George @GeorgeHarrisonOfficial 

For the first time, The Concert for Bangladesh, the GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available for streaming across all major digital music providers worldwide.

Stream The Concert for Bangladesh album: https://lnk.to/TheConcertForBangladesh

#concertforbangladesh",2024-08-10T17:14:55Z
zLV-aIEPREw,Magical Mystery Tour: Flying,10,The Beatles,,2017-01-23T12:21:11Z
JnTu5_cGpG0,Ringo gets his ticket,10,The Beatles, ,2012-10-12T17:03:50Z
-HtBDK0y9-k,THE BEATLES CHRISTMAS RECORDS,10,The Beatles,"“HAPPY CHRISTMAS, BEATLE PEOPLE!”

THE BEATLES RING IN THE HOLIDAYS WITH ‘THE CHRISTMAS RECORDS’ LIMITED EDITION SEVEN-INCH VINYL BOX SET TO BE RELEASED DECEMBER 15

Preorder The Beatles’ limited edition The Christmas Records box set:  http://TheBeatles.lnk.to/ChristmasRecords

The Beatles’ annual holiday tradition of recording jolly Christmas messages for fan club members was an important part of the band’s relationship with their most ardent supporters, affectionately referred to by them as “Beatle People.” 

Spanning 1963 to 1969, The Beatles’ holiday recordings were originally pressed on flexi discs and mailed to fan club members each December. Never released beyond the fan club until now, The Beatles’ seven holiday messages have been newly pressed on a rainbow of seven-inch colored vinyl singles for The Christmas Records box set, to be released worldwide on December 15. The limited edition collection presents each vinyl single with its original flexi disc sleeve artwork, accompanied by a 16-page booklet with recording notes and reproductions of the fan club’s National Newsletters, which were mailed to members with the holiday flexi discs.


Tracklisting

The Beatles: The Christmas Records [limited edition box set: seven 7” colored vinyl singles]

1963: “The Beatles' Christmas Record” (one-sided, 5:00 TRT)
Recorded: 17 October 1963 - Studio Two, EMI Studios, Abbey Road, London

1964: “Another Beatles Christmas Record” (one-sided, 3:58 TRT)
Recorded: 26 October 1964 - Studio Two, EMI Studios, Abbey Road, London

1965: “The Beatles' Third Christmas Record” (one-sided, 6:20 TRT)
Recorded: 8 November 1965 - Studio Two, EMI Studios, Abbey Road, London

1966: “Pantomime - Everywhere It's Christmas: The Beatles' Fourth Christmas Record” (one-sided, 6:36 TRT)
Recorded: 25 November 1966 - Dick James Music, New Oxford Street, London 

1967: “Christmas Time (Is Here Again): The Beatles’ Fifth Christmas Record” (one-sided, 6:06 TRT)
Recorded: 28 November 1967 - Studio Three, EMI Studios, Abbey Road, London

1968: “The Beatles' Sixth Christmas Record” (two-sided, 7:48 TRT)
Recorded: 1968, various locations

1969: “The Beatles' Seventh Christmas Record” (two-sided, 7:39 TRT)
Recorded: 1969, various locations",2017-11-02T13:12:39Z
c8t8dkRwJ-A,Listen-In To The Beatles' Recording Session Of The Song Eight Days A Week,10,The Beatles,"Listen-in to The Beatles' recording session of the song Eight Days A Week.



The Beatles: Eight Days A Week Is Available Now On DVD And Blu-Ray - And In Special Edition Format Containing 100+ Minutes Of Extras

Preorder The Beatles: Eight Days A Week – The Touring Years
DVD: http://EightDaysAWeek.lnk.to/DVD
Blu-ray: http://EightDaysAWeek.lnk.to/BluRay
Deluxe Collector’s Edition (2-DVD): http://EightDaysAWeek.lnk.to/Deluxe_DVD
Deluxe Collector’s Edition (2-Blu-ray): http://EightDaysAWeek.lnk.to/Deluxe_BluRay
Cert. 12 | Feature Running Time: 100 mins

2-disc Deluxe Collector’s Edition (DVD/BD) includes:
1 x BD/DVD feature disc
+ 1 Bonus Disc (containing approx. 100 minutes of extras, highlighted below)
64 page booklet 
Words & Music (24 mins)
Early Clues To A New Direction (18 mins)
Liverpool (11 mins)
The Beatles in Concert (12 mins)
Twist and Shout, She Loves You, Can’t Buy Me Love, You Can’t Do That and Help!
Additional features are:
• Three Beatles’ Fans
• Ronnie Spector and The Beatles
• Shooting A Hard Day’s Night
• The Beatles in Australia
• Recollections of Shea Stadium
• The Beatles in Japan
• An alternative opening for the film",2016-12-12T11:51:45Z
nHikyT0Ffaw,George Harrison & Friends' The Concert For Bangladesh Now Streaming Worldwide,10,The Beatles,"Los Angeles | London — August 9, 2024 — For the first time, The Concert for Bangladesh, the GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available for streaming across all major digital music providers worldwide.

Stream / purchase The Concert for Bangladesh album here: https://lnk.to/TheConcertForBangladesh

The Concert for Bangladesh was the first major music benefit of its kind. Two sold out concerts at New York’s Madison Square Garden brought together an extraordinary assemblage of major artists collaborating for a common humanitarian goal – setting the precedent that music could be used to serve a higher cause. 

With its triple album boxset and feature film, The Concert for Bangladesh has generated millions of dollars for UNICEF and raised awareness for the organization around the world. To quote the former United Nations Secretary-General Kofi Annan, “George and his friends were pioneers.”

By August 1971, when George Harrison, Ravi Shankar & friends took the stage to play The Concert for Bangladesh, 10 million East Pakistani refugees had fled over the border into India, facing significant challenges, including the threat of hunger and disease. Up to that point, little public attention had been drawn to the crisis in East Pakistan/Bangladesh. Few people outside the region were aware of what was happening to these refugees or how to help those affected.

George organized the two groundbreaking concerts to direct global attention to the unfolding humanitarian crisis and raise funds for UNICEF’s work with the refugees. He assembled an all-star line-up of fellow artists including Bob Dylan, Eric Clapton, Ringo Starr, Leon Russell, Billy Preston, and, of course, Ravi Shankar:
“The musicians were great. I mean they completely put down their own egos to play together and to do something because the whole vibe of that concert was that it was something bigger than the lot of us.”
– George Harrison
 
Now, over 50 years later, children in Bangladesh continue to face risks from ongoing violence and unrest. But UNICEF's presence remains – ensuring every child is healthy and protected – and The George Harrison Fund for UNICEF continues the concert's legacy by providing support for critical UNICEF programs not only in Bangladesh, but anywhere children are in need.

The album is packed with astonishing performances and makes for a rousing listening experience. The historic collection, now celebrating over 50 years, also contains a bonus track – the original studio version of George’s song “Bangla Desh”, released as a single in July 1971.

All net proceeds (after taxes), will be donated to the George Harrison Fund for UNICEF at the U.S. Fund for UNICEF. For more information visit www.georgeharrisonfundforunicef.org. The U.S. Fund for UNICEF does not endorse any brand or product.

#concertforbangladesh

@UNICEF 
@UNICEFUSA@UNICEFUSA 
@GeorgeHarrisonOfficial 
@ringostarr 
@ericclapton 
@BobDylan 
@LeonRussellOfficial",2024-08-09T13:24:02Z
